id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
popcat,popcat,Popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,2.0,1960451546,63,1960451546,202672955.0,2.05,1.65,0.278164,16.1621,271134707.0,16.04996,979978669.96,979978669.96,979978694.0,2.05,-2.63908,2024-11-17T15:50:59.669Z,0.00379728,52582.60067,2024-01-05T15:34:24.842Z,,2024-11-17T16:09:00.047Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,1.38,1931787954,64,2759695106,53146452.0,1.41,1.35,0.00021074,0.01528,-7537105.2951853275,-0.38865,1400001000.0,2000000000.0,2000000000.0,1.48,-6.87688,2024-11-14T04:45:39.774Z,0.0142795,9547.41002,2020-06-25T04:17:05.895Z,,2024-11-17T16:08:54.171Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.19817,1892200609,65,2137822797,145163167.0,0.2094,0.194895,0.00035621,0.18007,-1264884.3116848469,-0.0668,9548531509.16547,10788004319.0,10788004319.0,2.84,-93.02571,2021-02-12T07:28:45.775Z,0.052051,280.73206,2022-11-22T10:05:03.503Z,,2024-11-17T16:08:53.223Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3082.32,1864813504,66,1864813504,80894710.0,3182.87,3046.59,-53.6802677312553,-1.71174,-32704201.44178319,-1.72353,604999.999959841,604999.999959841,,3437.12,-10.32243,2024-11-12T09:22:30.621Z,2171.8,41.92498,2024-09-06T21:02:52.910Z,,2024-11-17T16:08:56.572Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,5.45,1845360965,67,2260846023,433037242.0,5.78,5.38,-0.035221414463673995,-0.64181,-14633862.101942062,-0.78677,338663652.0,414914147.0,500000000.0,20.87,-73.74284,2021-05-19T00:30:09.436Z,0.00851264,64265.82596,2019-09-28T00:00:00.000Z,"{'times': 142.49003050065323, 'currency': 'usd', 'percentage': 14249.003050065323}",2024-11-17T16:08:53.626Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.170354,1684858060,68,1684858064,141921593.0,0.180134,0.164585,0.00560477,3.40201,50596588.0,3.09599,9910098045.19889,9910098068.67083,9999998988.0,0.193396,-11.85637,2024-11-16T02:20:45.363Z,0.00084753,20013.32939,2024-02-29T08:40:24.951Z,,2024-11-17T16:08:53.684Z
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,5.61,1630531338,69,3110429622,428197937.0,6.14,4.66,0.952072,20.44514,276110464.0,20.38587,290938874.263255,555000000.0,555000000.0,16.83,-66.65024,2021-09-12T20:20:23.998Z,0.134391,4077.1481,2022-12-29T22:15:53.927Z,,2024-11-17T16:09:01.485Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3453.15,1609880739,70,1609880739,12325968.0,3571.06,3424.0,-62.23838537628035,-1.77046,-31791658.87727475,-1.93654,466171.155597483,466171.155597483,,4814.31,-28.22731,2021-12-01T08:03:50.749Z,887.26,289.44012,2022-06-18T20:55:45.957Z,,2024-11-17T16:09:01.924Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,1.19,1600578352,71,11856135942,669925064.0,1.31,1.09,0.099875,9.16508,121006337.0,8.17847,1350000000.0,10000000000.0,10000000000.0,2.0,-40.60701,2024-01-31T15:02:47.304Z,0.457464,159.66362,2024-02-21T18:31:05.083Z,,2024-11-17T16:08:58.339Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.561742,1594490685,72,8415124012,526946204.0,0.60205,0.524036,0.03770589,7.19529,94977263.0,6.33387,2842187500.0,15000000000.0,,1.52,-62.99559,2024-04-11T13:15:15.057Z,0.195078,187.8934,2024-09-06T21:04:48.253Z,,2024-11-17T16:08:56.581Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.187852,1553623141,73,1553623148,252047783.0,0.200982,0.185227,-0.011563424031459713,-5.79867,-85346211.0597837,-5.20731,8273930464.1885,8273930504.66934,10000000000.0,3.56,-94.71997,2019-06-20T14:51:19.480Z,0.087513,114.8585,2023-09-11T19:42:08.247Z,"{'times': -0.9217285062432774, 'currency': 'usd', 'percentage': -92.17285062432774}",2024-11-17T16:08:53.378Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.421218,1528791362,75,4217368528,296577149.0,0.448675,0.410939,0.00830375,2.01101,32627346.0,2.18073,3624988786.43857,10000000000.0,10000000000.0,1.2,-64.75546,2024-03-16T07:01:15.357Z,0.22352,88.64269,2024-08-05T11:30:50.894Z,,2024-11-17T16:08:59.970Z
peanut-the-squirrel,pnut,Peanut the Squirrel,https://coin-images.coingecko.com/coins/images/51301/large/pnut.jpg?1730602041,1.52,1526815830,74,1526815830,1570571826.0,1.76,1.49,-0.18719286811599,-10.94169,-190841585.20543623,-11.11057,999858912.07,999858912.07,999858912.07,2.44,-35.80158,2024-11-14T01:20:47.489Z,0.03187374,4807.86653,2024-11-04T21:41:11.808Z,,2024-11-17T16:08:59.532Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.31,1517947144,76,23066372901,749989824.0,2.41,2.21,0.04259849,1.88161,36227940.0,2.44499,658077952.125075,10000000000.0,10000000000.0,11.74,-80.39174,2024-03-10T00:10:42.330Z,0.973104,136.57605,2023-09-13T07:36:44.064Z,,2024-11-17T16:08:54.897Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,90267.0,1496356959,77,1497106084,21485847.0,91308.0,89467.0,242.89,0.26981,22425204.0,1.52145,16569.5105239163,16577.8057656135,21000000.0,92768.0,-2.69728,2024-11-13T16:15:35.654Z,49058.0,83.99825,2024-08-05T06:28:45.311Z,,2024-11-17T16:09:02.414Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.48,1481210463,78,1481210463,83458895.0,1.55,1.47,-0.004621755747708179,-0.31127,-9623040.916403055,-0.64548,1000000000.0,1000000000.0,1000000000.0,15.72,-90.57622,2021-04-16T13:15:11.190Z,0.04039979,3566.82812,2020-03-13T02:24:16.483Z,"{'times': 8.867857175652906, 'currency': 'usd', 'percentage': 886.7857175652906}",2024-11-17T16:08:53.422Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3225.89,1478681864,79,1478681864,24216999.0,3338.62,3173.78,-50.72139104763164,-1.54799,-31604977.876544,-2.09265,458427.211908395,458427.211908395,,4729.53,-31.84904,2024-03-27T05:26:27.333Z,2142.02,50.47589,2023-12-18T10:41:32.686Z,,2024-11-17T16:08:58.555Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3158.1,1410151760,80,1410151760,7228873.0,3259.22,3124.65,-52.96619494184051,-1.64949,-26051873.791864634,-1.81394,446517.697429896,446517.697429896,,4106.74,-23.07049,2024-03-12T00:44:29.429Z,2198.04,43.73246,2024-01-26T08:09:59.848Z,,2024-11-17T16:09:01.741Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.937867,1341488733,81,9333265901,312968057.0,1.015,0.933369,-0.013137973869540413,-1.38148,-27021489.740921497,-1.97452,1437319741.0074873,10000000000.0,10000000000.0,1.48,-36.88138,2024-06-03T08:29:55.744Z,0.082171,1035.88662,2024-01-18T12:14:30.524Z,,2024-11-17T16:08:59.231Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,90202.0,1339488239,82,1339488239,272095365.0,91469.0,89522.0,-181.28282869241957,-0.20057,3096246.0,0.23169,14849.2294077,14849.2294077,,93196.0,-2.96434,2024-11-13T16:25:28.705Z,57439.0,57.44324,2024-09-12T14:07:41.775Z,,2024-11-17T16:09:01.643Z
goatseus-maximus,goat,Goatseus Maximus,https://coin-images.coingecko.com/coins/images/50717/large/GOAT_LOGO_NEW.jpg?1731292759,1.31,1314023146,83,1314023146,509843655.0,1.35,1.16,0.13096,11.06826,124425568.0,10.45947,999996698.550924,999996698.550924,1000000000.0,1.35,-1.08804,2024-11-17T13:01:21.319Z,0.04353971,2968.90339,2024-10-13T07:44:45.743Z,,2024-11-17T16:08:58.292Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,66.38,1313273644,84,1393913181,70132707.0,73.58,66.33,-2.3956424760150696,-3.48344,-49365343.77190757,-3.62277,19785125.0,21000000.0,21000000.0,489.75,-86.4114,2021-04-16T17:09:04.630Z,21.43,210.47715,2023-06-10T04:32:12.266Z,,2024-11-17T16:08:53.899Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1487.23,1307595841,85,1352608980,138028798.0,1554.07,1470.1,-22.847502129315217,-1.513,-23031764.832818985,-1.73089,880794.496410346,911115.276207293,1005577.0,6292.31,-76.35327,2021-05-03T21:54:29.333Z,168.36,783.7895,2020-03-16T20:52:36.527Z,,2024-11-17T16:08:58.896Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.88,1302363420,86,1546034467,312208.0,11.07,10.84,-0.02590728933577147,-0.23763,-11405122.279757977,-0.86812,120257114.14608,142757114.14608,,28.83,-62.41425,2021-12-01T15:09:35.541Z,0.342863,3060.42532,2019-02-07T00:00:00.000Z,,2024-11-17T16:08:57.650Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,9.8,1255313255,87,2940761564,4929215.0,9.94,9.59,0.093814,0.96606,10124354.0,0.81308,128060017.17436442,300000000.0,,12.94,-24.19418,2021-05-12T11:39:16.531Z,0.25754,3709.37905,2020-03-13T02:18:02.481Z,,2024-11-17T16:08:59.892Z
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,287.88,1244200272,88,1244199984,20283382.0,296.72,262.97,24.08,9.1277,98332644.0,8.5815,4322381.0,4322380.0,4322380.0,296.72,-2.81907,2024-11-17T11:01:03.976Z,8.93,3129.05027,2022-12-29T20:45:33.039Z,,2024-11-17T16:08:59.117Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.02358828,1229161854,89,1442354751,192644919.0,0.02624646,0.02055085,0.00200107,9.2697,101233344.0,8.97516,52110507833.0,61148853857.0,61148853857.0,0.04416304,-46.67398,2024-03-10T10:40:22.381Z,0.0043383,442.84817,2023-10-29T08:20:14.064Z,,2024-11-17T16:08:54.733Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,17.94,1174334335,90,1174334335,202524311.0,19.22,17.53,0.057037,0.31894,1721285.0,0.14679,65454185.5381511,65454185.5381511,66000000.0,89.24,-79.84547,2021-11-05T04:14:42.689Z,0.298788,5919.29829,2020-01-31T06:47:36.543Z,"{'times': 23.24407164025896, 'currency': 'usd', 'percentage': 2324.407164025896}",2024-11-17T16:09:01.439Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,78.9,1147277553,91,1152666539,253783086.0,92.1,72.65,6.25,8.60486,96465018.0,9.18004,14544176.164091088,14612493.0,14612493.0,427.42,-81.53219,2021-09-11T09:15:00.668Z,0.215773,36482.62057,2018-08-23T00:00:00.000Z,"{'times': 10.013304279019643, 'currency': 'eth', 'percentage': 1001.3304279019644}",2024-11-17T16:09:00.019Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02890127,1143714685,93,1151646655,375554766.0,0.03085559,0.02760436,0.00129691,4.69821,46823340.0,4.26873,39580700766.4917,39855203597.7503,50000000000.0,0.824837,-96.49948,2021-11-26T01:03:48.731Z,0.00013475,21327.59765,2020-12-28T08:46:48.367Z,,2024-11-17T16:08:56.896Z
cat-in-a-dogs-world,mew,cat in a dogs world,https://coin-images.coingecko.com/coins/images/36440/large/MEW.png?1711442286,0.01247898,1109516259,92,1109516259,438137266.0,0.01288153,0.01075231,0.00154721,14.15338,135335796.0,13.89227,88888888888.88,88888888888.88,88888888888.88,0.01288153,-2.31949,2024-11-17T16:03:04.829Z,0.00091206,1279.59884,2024-03-27T01:55:58.952Z,,2024-11-17T16:08:55.686Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,1.11e-06,1070152650,94,1094195747,60658507.0,1.17e-06,1.1e-06,-1.1262961032e-08,-1.00876,-11889494.124803424,-1.0988,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-67.73999,2022-01-21T04:00:31.909Z,3.65368e-07,202.96887,2023-10-13T05:10:41.241Z,,2024-11-17T16:08:58.127Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02052338,1064201174,95,2081322047,82162729.0,0.0259011,0.01970531,-0.004245550734942053,-17.14063,-149855953.79474592,-12.3434,52540022022.9148,102755671492.167,,0.150073,-86.473,2023-01-10T03:14:05.921Z,0.00827405,145.34976,2023-10-19T03:35:41.663Z,,2024-11-17T16:09:00.587Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02165307,1048889714,97,1083116186,199942762.0,0.02302195,0.0213122,0.00034087,1.59941,11456710.0,1.10433,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.54643,2021-02-16T03:53:32.207Z,0.00275026,689.97591,2022-12-29T20:41:09.113Z,,2024-11-17T16:08:57.970Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.17,1047327369,96,1169252885,186978074.0,1.25,1.15,-0.017949165788017307,-1.5117,-15779436.92699325,-1.48428,895723570.893679,1000000000.0,1000000000.0,7.3,-83.95178,2021-08-20T08:35:20.158Z,0.40615,188.55883,2022-06-18T20:55:12.035Z,,2024-11-17T16:08:58.251Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,3.09,1029835365,98,2719152990,80761001.0,3.1,3.07,0.00671466,0.21777,1467467.0,0.1427,333285815.17373455,880000000.0,1000000000.0,3.18,-2.82555,2024-11-15T01:10:41.396Z,0.398142,675.10382,2023-01-21T10:15:39.503Z,,2024-11-17T16:08:56.249Z
mog-coin,mog,Mog Coin,https://coin-images.coingecko.com/coins/images/31059/large/MOG_LOGO_200x200.png?1696529893,2.6e-06,1012418620,99,1012418620,45876993.0,2.72e-06,2.53e-06,-5.9808297495e-08,-2.2521,-26521214.427990556,-2.55272,390567524948958.44,390567524948958.44,420690000000000.0,2.97e-06,-12.62429,2024-11-16T02:40:40.544Z,4.526e-09,57158.82922,2023-07-24T17:10:57.805Z,,2024-11-17T16:08:58.627Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.652013,1006490408,100,1006490408,79797449.0,0.695019,0.651519,-0.003713915496547538,-0.56638,-7682945.1130383015,-0.75756,1544758530.84106,1544758530.84106,,42.4,-98.4591,2021-04-05T13:49:10.098Z,0.391969,66.67102,2023-09-11T19:41:06.528Z,,2024-11-17T16:08:56.582Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,3073.14,1005322383,101,6515842683,219457.0,3182.47,3045.36,-57.24840892627162,-1.8288,-30240839.624683857,-2.92023,327123.6821594058,2120200.2213893,,5307.23,-42.11997,2024-08-06T16:16:30.007Z,2155.76,42.49411,2024-02-08T11:26:30.368Z,,2024-11-17T16:08:56.092Z
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,5.8,998656533,102,1292610948,17610771.0,6.16,5.76,0.03845176,0.66752,7045406.0,0.7105,172287266.46345,223000000.0,223000000.0,54.88,-89.43419,2021-11-12T23:08:25.301Z,0.113248,5019.93515,2020-04-18T00:19:10.902Z,,2024-11-17T16:08:57.044Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,90230.0,982721610,103,982721610,1452197.0,91219.0,88797.0,478.37,0.533,4590457.0,0.46931,10898.00192087,10898.00192087,,93317.0,-2.9154,2024-11-13T16:15:37.014Z,52119.0,73.82523,2024-09-06T21:01:52.094Z,,2024-11-17T16:08:57.889Z
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.462384,970395556,104,4622130606,159987300.0,0.476356,0.447073,0.01332942,2.96833,25962390.0,2.74899,2099455075.0,10000000000.0,10000000000.0,4.41,-89.53979,2024-02-20T12:05:13.556Z,0.321161,43.75277,2024-08-05T13:30:55.185Z,,2024-11-17T16:08:52.541Z
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.407157,956254532,105,4073924079,21293587.0,0.438095,0.405333,0.00097059,0.23895,-1491834.4612551928,-0.15577,2347256633.4957075,10000000000.0,10000000000.0,2.92,-86.0135,2021-12-27T02:08:34.307Z,0.00314376,12874.37534,2019-05-10T00:00:00.000Z,"{'times': 153.81273393322894, 'currency': 'usd', 'percentage': 15381.273393322894}",2024-11-17T16:08:58.944Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.628395,952664751,106,1318883723,244071967.0,0.689484,0.627939,-0.033138299050104014,-5.00932,-51831212.04917097,-5.15992,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.23276,2018-04-29T07:50:33.540Z,0.402746,56.04792,2024-11-04T21:55:59.771Z,"{'times': -0.3652577358777999, 'currency': 'usd', 'percentage': -36.52577358777999}",2024-11-17T16:08:56.589Z
jupiter-staked-sol,jupsol,Jupiter Staked SOL,https://coin-images.coingecko.com/coins/images/37482/large/jupsol.png?1714473916,246.41,942965325,107,942965325,21392757.0,253.51,224.95,20.81,9.2238,75647490.0,8.722,3822962.00834105,3822962.00834105,,253.51,-2.80185,2024-11-17T11:10:46.139Z,114.32,115.54925,2024-08-05T11:36:21.655Z,,2024-11-17T16:08:57.749Z
aerodrome-finance,aero,Aerodrome Finance,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,1.34,926360201,108,1832300067,56870432.0,1.4,1.32,-0.04561010903635854,-3.28273,-33633070.67889702,-3.50347,690273383.1036,1365330640.70296,,2.31,-41.79931,2024-04-12T03:44:52.080Z,1.861e-05,7211199.72469,2023-10-17T01:23:50.860Z,,2024-11-17T16:09:00.520Z
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,https://coin-images.coingecko.com/coins/images/39384/large/unnamed.png?1721961640,89979.0,905131961,109,905131961,1798480.0,91025.0,89124.0,33.37,0.0371,1355882.0,0.15002,10058.68974629,10058.68974629,21000000.0,92658.0,-2.88592,2024-11-13T18:55:39.330Z,11402.13,689.18311,2024-09-10T17:58:43.974Z,,2024-11-17T16:09:02.214Z
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.973093,896585127,110,2043494140,73214918.0,1.024,0.953074,0.01718802,1.79809,15476579.0,1.75649,921377130.639203,2100000000.0,2100000000.0,6.14,-84.19826,2023-02-08T12:55:39.828Z,0.334237,190.45267,2023-11-03T01:20:55.441Z,,2024-11-17T16:08:55.523Z
dydx-chain,dydx,dYdX,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,1.28,896242366,111,896242366,60256280.0,1.34,1.26,0.00862522,0.67994,9536661.0,1.07552,700961366.255808,700961366.255808,1000000000.0,4.52,-71.77704,2024-03-07T22:19:11.131Z,0.809127,57.6141,2024-09-06T21:01:26.089Z,,2024-11-17T16:08:56.213Z
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,11.2,895964541,112,1120011677,20703161.0,12.22,10.85,-0.5972158219013011,-5.06193,-48852359.11884296,-5.17056,79995999.94518414,100000000.0,100000000.0,22.3,-49.83919,2022-10-31T10:23:59.455Z,0.111255,9952.58321,2019-04-28T00:00:00.000Z,"{'times': 37.557519233638345, 'currency': 'usd', 'percentage': 3755.751923363835}",2024-11-17T16:08:53.104Z
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,90120.0,882669547,114,882669547,119536061.0,91201.0,89306.0,-29.35137196384312,-0.03256,1313285.0,0.14901,9794.18689747,9794.18689747,,92925.0,-3.00566,2024-11-13T16:15:25.409Z,49594.0,81.73937,2024-08-05T13:30:13.831Z,,2024-11-17T16:09:01.595Z
neiro-3,neiro,Neiro,https://coin-images.coingecko.com/coins/images/39488/large/neiro.jpg?1731449567,0.00210116,882325752,113,882325752,506310887.0,0.00213928,0.00194911,8.795e-05,4.36853,34245270.0,4.03797,420690000000.0,420690000000.0,420690000000.0,0.00301761,-30.37023,2024-11-12T08:05:49.038Z,2.44e-06,86068.6708,2024-08-01T07:00:23.692Z,,2024-11-17T16:08:58.834Z
ecash,xec,eCash,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,4.433e-05,876062697,115,929830785,65628916.0,4.903e-05,4.421e-05,-1.719897432376e-06,-3.73481,-34818726.99200368,-3.82253,19785660922584.0,21000000000000.0,21000000000000.0,0.00038001,-88.35404,2021-09-04T17:09:31.137Z,1.847e-05,139.61241,2021-07-20T20:49:46.212Z,,2024-11-17T16:08:55.992Z
neo,neo,NEO,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,12.3,867333594,116,1229737124,82921888.0,13.23,12.26,-0.2664921536928002,-2.12081,-20943257.789141893,-2.35774,70530000.0,100000000.0,,198.38,-93.79344,2018-01-15T00:00:00.000Z,0.078349,15615.07328,2016-10-21T00:00:00.000Z,"{'times': 340.6410034490653, 'currency': 'usd', 'percentage': 34064.100344906525}",2024-11-17T16:08:59.051Z
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,5.6,860110397,117,1513474654,153537460.0,6.15,5.6,-0.03850480647170773,-0.68232,-7666640.264142036,-0.88348,153441490.798229,270000000.0,270000000.0,164.9,-96.59467,2021-11-06T19:29:29.482Z,0.123718,4438.79726,2020-11-06T08:05:43.662Z,,2024-11-17T16:09:01.933Z
pendle,pendle,Pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,5.25,859142388,118,1355844589,138055556.0,5.52,5.15,-0.016408687411500367,-0.31164,-4117638.745803356,-0.47699,163766511.165949,258446028.244635,258446028.244635,7.5,-29.91517,2024-04-11T08:25:36.646Z,0.03377729,15469.03201,2022-11-14T20:15:58.336Z,,2024-11-17T16:09:01.390Z
aioz-network,aioz,AIOZ Network,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,0.750813,853124704,119,855256172,15536108.0,0.784907,0.726782,-0.014729459854763595,-1.92405,-19382315.53015852,-2.22145,1134131945.67106,1136965488.94375,,2.65,-71.59228,2021-04-03T11:55:34.211Z,0.01099588,6748.57101,2023-09-13T19:20:42.446Z,,2024-11-17T16:09:01.527Z
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.353,843968776,120,1057502445,528835904.0,0.393312,0.324803,0.02819795,8.68157,62825476.0,8.04276,2394232126.2233224,3000000000.0,3000000000.0,8.4,-95.79987,2021-11-25T06:04:40.957Z,0.02897764,1117.0647,2020-11-04T15:59:14.441Z,,2024-11-17T16:08:53.719Z
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,29.91,825497589,121,825497589,69798401.0,32.6,29.7,0.213138,0.71767,3315582.0,0.40327,27623960.0,27623960.0,31415926.0,545.64,-94.51631,2021-11-23T10:33:26.737Z,6.51,359.85452,2020-10-07T01:44:53.554Z,,2024-11-17T16:08:56.229Z
akash-network,akt,Akash Network,https://coin-images.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,3.31,817106725,122,819897478,12763998.0,3.37,3.15,0.101201,3.15231,23658614.0,2.98175,247443076.710739,248288195.807791,388539008.0,8.07,-59.04728,2021-04-06T18:59:48.484Z,0.164994,1904.26777,2022-11-21T20:30:53.727Z,,2024-11-17T16:09:00.717Z
tezos,xtz,Tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,0.793111,803425853,124,819688801,78095828.0,0.882466,0.790411,0.0027006,0.34167,-1251310.5135222673,-0.1555,1013134407.88193,1033642276.631,,9.12,-91.29512,2021-10-04T00:41:18.025Z,0.350476,126.41844,2018-12-07T00:00:00.000Z,"{'times': 0.68747103191187, 'currency': 'usd', 'percentage': 68.747103191187}",2024-11-17T16:08:53.953Z
ordinals,ordi,ORDI,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,38.2,803299636,123,803299636,282667162.0,40.08,36.76,0.164343,0.43207,-1357549.4423698187,-0.16871,21000000.0,21000000.0,,95.52,-59.95901,2024-03-05T01:45:22.816Z,2.86,1236.88944,2023-09-11T15:22:32.140Z,,2024-11-17T16:08:59.579Z
